subset	geo_id	pathogen	y_col	lag_weeks	n_pairs	train_start_week_end	train_end_week_end	corr_y_t_y_t_minus_lag	notes
geo_matched_state	CO	RSV	hosp_admissions_per_100k	2	115	2023-01-07	2025-04-05	0.9783383898744423	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CO	RSV	hosp_admissions_per_100k	3	114	2023-01-07	2025-04-05	0.9576330406065385	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CO	RSV	hosp_admissions_per_100k	4	113	2023-01-07	2025-04-05	0.9310558468523393	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.36291160824358937	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.3015634460313072	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.2855696587710652	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.1712414517123417	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	Influenza	hosp_admissions_per_100k	1	74	2023-11-04	2025-04-05	0.32495936546786147	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	Influenza	hosp_admissions_per_100k	2	73	2023-11-04	2025-04-05	0.25936743848888544	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	Influenza	hosp_admissions_per_100k	3	72	2023-11-04	2025-04-05	0.2413269265545801	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	Influenza	hosp_admissions_per_100k	4	71	2023-11-04	2025-04-05	0.11861447852470501	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	RSV	hosp_admissions_per_100k	1	75	2023-10-28	2025-04-05	0.9774165015434876	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	RSV	hosp_admissions_per_100k	2	74	2023-10-28	2025-04-05	0.9500954735225673	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	RSV	hosp_admissions_per_100k	3	73	2023-10-28	2025-04-05	0.9242392698598313	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	CT	RSV	hosp_admissions_per_100k	4	72	2023-10-28	2025-04-05	0.8930592286308712	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	COVID-19	hosp_admissions_per_100k	1	112	2023-01-07	2025-03-08	0.8658453114305271	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	COVID-19	hosp_admissions_per_100k	2	111	2023-01-07	2025-03-08	0.7072126610741158	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	COVID-19	hosp_admissions_per_100k	3	110	2023-01-07	2025-03-08	0.5239552369295332	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	COVID-19	hosp_admissions_per_100k	4	109	2023-01-07	2025-03-08	0.39082872717491574	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	Influenza	hosp_admissions_per_100k	1	67	2023-11-18	2025-03-08	0.8459517162095579	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	Influenza	hosp_admissions_per_100k	2	66	2023-11-18	2025-03-08	0.6622766546430668	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	Influenza	hosp_admissions_per_100k	3	65	2023-11-18	2025-03-08	0.45387517146776385	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	Influenza	hosp_admissions_per_100k	4	64	2023-11-18	2025-03-08	0.2995885707146464	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	RSV	hosp_admissions_per_100k	1	67	2023-11-18	2025-03-08	0.9368951866894797	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	RSV	hosp_admissions_per_100k	2	66	2023-11-18	2025-03-08	0.9083207394510454	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	RSV	hosp_admissions_per_100k	3	65	2023-11-18	2025-03-08	0.9007442120271417	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DC	RSV	hosp_admissions_per_100k	4	64	2023-11-18	2025-03-08	0.8581477738528182	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9556910149379063	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9047915645468396	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.845940440436235	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7824172719705212	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	Influenza	hosp_admissions_per_100k	1	112	2023-02-11	2025-04-05	0.9526293130184539	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	Influenza	hosp_admissions_per_100k	2	111	2023-02-11	2025-04-05	0.8985145063120523	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	Influenza	hosp_admissions_per_100k	3	110	2023-02-11	2025-04-05	0.8384355338211802	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	Influenza	hosp_admissions_per_100k	4	109	2023-02-11	2025-04-05	0.7735392672947301	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	RSV	hosp_admissions_per_100k	1	112	2023-02-11	2025-04-05	0.991269861782174	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	RSV	hosp_admissions_per_100k	2	111	2023-02-11	2025-04-05	0.9788683746093948	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	RSV	hosp_admissions_per_100k	3	110	2023-02-11	2025-04-05	0.9665908994035026	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	DE	RSV	hosp_admissions_per_100k	4	109	2023-02-11	2025-04-05	0.948706514598427	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9614294442475406	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.916836543257704	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8643267719668263	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.7989548161439102	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9613083643783781	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9165962599937117	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8640163422342577	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.79852634535051	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9920589739112612	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9784829480106056	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9616895930414261	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	FL	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.9365613973301328	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9727570265230174	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.935311825420088	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8913455695875893	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8389750320996511	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9727125702680051	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9347929422729603	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	Influenza	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8907792690796037	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	Influenza	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8383906377971502	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	RSV	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9925495881237177	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	RSV	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9789767613430037	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	RSV	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.9632882007747282	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	GA	RSV	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.940992134355653	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9749712543786933	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9264374596737034	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.8732252403631054	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.8200204385103772	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	Influenza	hosp_admissions_per_100k	1	96	2023-05-13	2025-04-05	0.9732867453497653	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	Influenza	hosp_admissions_per_100k	2	95	2023-05-13	2025-04-05	0.9213712393894482	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	Influenza	hosp_admissions_per_100k	3	94	2023-05-13	2025-04-05	0.8642885394472772	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	Influenza	hosp_admissions_per_100k	4	93	2023-05-13	2025-04-05	0.8070303542931162	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	RSV	hosp_admissions_per_100k	1	96	2023-05-13	2025-04-05	0.9899860587879475	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	RSV	hosp_admissions_per_100k	2	95	2023-05-13	2025-04-05	0.9724360290184386	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	RSV	hosp_admissions_per_100k	3	94	2023-05-13	2025-04-05	0.9525226841637134	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	HI	RSV	hosp_admissions_per_100k	4	93	2023-05-13	2025-04-05	0.9286035969704237	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	COVID-19	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9771537023494623	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	COVID-19	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.9323172765222799	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	COVID-19	hosp_admissions_per_100k	3	115	2023-01-07	2025-04-05	0.879761766660525	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	COVID-19	hosp_admissions_per_100k	4	114	2023-01-07	2025-04-05	0.825514446450916	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	Influenza	hosp_admissions_per_100k	1	117	2023-01-07	2025-04-05	0.9771014583671369	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
geo_matched_state	IA	Influenza	hosp_admissions_per_100k	2	116	2023-01-07	2025-04-05	0.932188505619286	Pearson corr between admissions_t and admissions_{t-lag} within the pre-holdout training pool.
