geo_level	geo_id	pathogen	best_lag_weeks	corr_at_best	n_pairs_at_best	notes
state	CA	COVID-19	-6	-0.12468743827024177	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CA	Influenza	1	0.18688557962412006	169	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CA	RSV	-5	0.20962344491967533	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CO	COVID-19	6	-0.13020304669334445	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CO	Influenza	-4	0.13522200479679278	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CO	RSV	-3	-0.052575175171799535	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CT	COVID-19	0	0.14613960529681955	170	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CT	Influenza	0	0.34528464083990035	127	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	CT	RSV	-6	0.28636209463174334	122	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	DC	COVID-19	2	0.13016368000409817	163	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	DC	Influenza	0	0.3363440537639981	120	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	DC	RSV	-6	-0.11644024914645348	114	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	DE	COVID-19	6	-0.11003835605649478	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	DE	Influenza	-5	0.1561456797317882	160	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	DE	RSV	3	0.08176073598971748	162	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	FL	COVID-19	-6	-0.13442544548447272	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	FL	Influenza	-2	0.2434661672826411	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	FL	RSV	-2	0.2341725254007185	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	GA	COVID-19	-6	0.02400461647762799	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	GA	Influenza	-3	0.21854779085337445	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	GA	RSV	-2	0.19788220778151563	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	GU	COVID-19	4	0.263839430056919	91	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	GU	Influenza	6	0.19452418908890282	58	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	GU	RSV	4	0.14560632901246823	60	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	HI	COVID-19	-6	-0.010581801834964273	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	HI	Influenza	-5	0.2548989635591055	144	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	HI	RSV	1	0.11082283398433758	148	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IA	COVID-19	6	0.21007202782254975	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IA	Influenza	1	0.33455009525271157	169	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IA	RSV	-6	0.32648779181239135	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	ID	COVID-19	-6	-0.19663874028361952	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	ID	Influenza	-2	0.13988955944031864	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	ID	RSV	-6	0.15776348126222198	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IL	COVID-19	1	0.17333571137150203	169	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IL	Influenza	0	0.2943317417271936	170	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IL	RSV	-4	0.11779386175309119	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IN	COVID-19	3	0.19251285697444992	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IN	Influenza	4	0.41396808600410534	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	IN	RSV	2	0.5569450560048964	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	KS	COVID-19	6	0.0087778447833033	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	KS	Influenza	-4	0.05265561473019176	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	KS	RSV	-5	0.21685372307248113	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	KY	COVID-19	6	0.010780509053568865	162	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	KY	Influenza	6	0.012023086169359442	159	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	KY	RSV	6	0.803924931562772	160	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	LA	COVID-19	-6	0.2270893456949434	155	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	LA	Influenza	-5	0.4009635053113072	118	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	LA	RSV	-5	0.41400129262806623	118	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MA	COVID-19	-6	-0.005418466897199913	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MA	Influenza	-2	0.35616565143776036	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MA	RSV	-3	0.2343181458434375	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MD	COVID-19	5	0.2161575903540274	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MD	Influenza	-2	0.27202431757435025	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MD	RSV	-4	0.17033459400980375	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	ME	COVID-19	6	-0.0776129213883653	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	ME	Influenza	-1	0.3710455853142217	169	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	ME	RSV	-5	0.2610961205875039	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MI	COVID-19	2	0.1843558012055271	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MI	Influenza	-5	0.07594215251475767	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MI	RSV	-6	0.30307126642309606	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MN	COVID-19	6	0.19776397955833802	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MN	Influenza	-6	0.36918574191340814	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MN	RSV	-6	0.5618087678547729	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MO	COVID-19	-4	-0.07643923756234436	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MO	Influenza	0	0.33861539920872874	104	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MO	RSV	-5	0.33357381947410114	99	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MS	COVID-19	-6	0.38461290501857537	150	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MS	Influenza	-2	0.4798203716847043	117	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MS	RSV	-2	0.03621664228833003	117	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MT	COVID-19	6	0.34690844101624935	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MT	Influenza	6	-0.12230152011119345	59	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	MT	RSV	-4	-0.027511126264882585	65	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NC	COVID-19	6	0.035427261228686106	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NC	Influenza	-1	0.10812279652387397	169	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NC	RSV	-6	0.2457523118887708	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	ND	COVID-19	-1	0.2343222223596983	36	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NE	COVID-19	6	0.3120629343608307	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NE	Influenza	-2	0.18812459614759056	138	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NE	RSV	0	0.04837590110519577	140	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NH	COVID-19	6	0.023142276089717074	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NH	Influenza	-2	0.32233382080826006	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NH	RSV	-6	0.2814171902030839	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NJ	COVID-19	-3	0.24528789642710408	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NJ	Influenza	1	0.18291565278957295	169	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NJ	RSV	-5	0.17572236811004574	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NM	COVID-19	6	0.0907143511822412	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NM	Influenza	-2	0.3538570376482775	121	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NM	RSV	-6	0.235219819227728	117	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NV	COVID-19	6	0.024093855258797436	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NV	Influenza	-2	0.16946359252184706	156	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NV	RSV	-2	0.20806755412239822	156	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NY	COVID-19	6	-0.022345988776451966	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NY	Influenza	-3	0.48594510084891857	136	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	NY	RSV	-4	0.14920598039830338	136	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OH	COVID-19	6	0.05084722149554904	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OH	Influenza	0	-0.01418686087685041	170	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OH	RSV	6	0.5165979230747734	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OK	COVID-19	6	-0.11276721176301016	163	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OK	Influenza	-6	0.018934175132951238	162	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OK	RSV	6	-0.3979634872370242	161	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OR	COVID-19	6	-0.01893703127976795	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OR	Influenza	-3	0.03332434887301733	149	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	OR	RSV	-4	-0.43902967586080666	146	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	PA	COVID-19	0	0.22113235538468012	170	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	PA	Influenza	3	0.1790306758648981	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	PA	RSV	5	0.3212323777764932	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	RI	COVID-19	-6	0.08992662773669242	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	RI	Influenza	0	0.4144771881707725	95	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	RI	RSV	-1	0.3751512245189714	94	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	SC	COVID-19	6	0.09902637971981797	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	SC	Influenza	6	0.4878159967568633	112	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	SC	RSV	-4	0.5445880528548076	114	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	SD	COVID-19	3	0.23321790490539454	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	SD	Influenza	-3	0.25445750467165534	149	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	SD	RSV	0	0.12985203535546375	154	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	TN	COVID-19	-6	0.1079007824985164	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	TN	Influenza	-4	0.348405636489739	143	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	TN	RSV	0	0.15515263340486166	147	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	TX	COVID-19	-6	0.08785797478396004	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	TX	Influenza	-3	0.26651067281411506	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	TX	RSV	-2	0.09854243123096591	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	UT	COVID-19	6	-0.004228101875245399	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	UT	Influenza	-1	0.34347267733828263	169	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	UT	RSV	-6	0.43226258004230117	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	VA	COVID-19	6	0.168188371928262	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	VA	Influenza	-2	0.44924021340907716	168	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	VA	RSV	0	0.8411572279255225	170	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	VT	COVID-19	6	0.21547781157384338	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	VT	Influenza	-5	0.3445729875908934	157	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	VT	RSV	-5	0.2509900940948746	157	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WA	COVID-19	-4	0.1809367498288383	166	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WA	Influenza	-4	0.14075363259625712	134	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WA	RSV	6	-0.3363399836397834	132	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WI	COVID-19	6	0.012558254130072541	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WI	Influenza	5	0.19251933858007067	165	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WI	RSV	-6	0.3364734817103559	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WV	COVID-19	6	0.04981350029846746	164	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WV	Influenza	6	0.24148707756749266	149	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WV	RSV	6	0.6102170374971343	150	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WY	COVID-19	3	0.5576199990436538	167	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WY	Influenza	-3	0.2646587871852161	136	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
state	WY	RSV	-6	0.2853086628533707	133	Lag definition: corr( z(log10(1+NWSS)_{t-lag}), z(NHSN admissions_t) ); positive lag => wastewater leads admissions.
